epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
87,7172.61,0.72213,0.37987,0.89935,0.85949,0.86255,0.89141,0.64092,1.01813,0.70787,1.11111,0.0248916,0.0082972,0.0248916,0.0082972,0.0248916,0.0082972,0.0248916,0.0082972
88,7256.29,0.72452,0.37267,0.89248,0.86399,0.85857,0.89353,0.64403,1.01099,0.69809,1.11219,0.0248322,0.0082774,0.0248322,0.0082774,0.0248322,0.0082774,0.0248322,0.0082774
89,7337.99,0.71365,0.37273,0.89764,0.86555,0.85731,0.89244,0.64308,1.01319,0.6919,1.11721,0.0247728,0.0082576,0.0247728,0.0082576,0.0247728,0.0082576,0.0247728,0.0082576
90,7419.77,0.71877,0.36068,0.89551,0.85791,0.86561,0.8892,0.64056,1.00965,0.71182,1.10756,0.0247134,0.0082378,0.0247134,0.0082378,0.0247134,0.0082378,0.0247134,0.0082378
91,7504.69,0.71498,0.36537,0.88714,0.86168,0.8661,0.89794,0.64641,1.01121,0.68918,1.10802,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
92,7589.91,0.70658,0.36268,0.88765,0.86195,0.86041,0.89197,0.64273,1.0088,0.70715,1.09415,0.0245946,0.0081982,0.0245946,0.0081982,0.0245946,0.0081982,0.0245946,0.0081982
93,7671.09,0.70985,0.36267,0.8821,0.85884,0.86777,0.89303,0.64291,1.01208,0.70287,1.1127,0.0245352,0.0081784,0.0245352,0.0081784,0.0245352,0.0081784,0.0245352,0.0081784
94,7751.02,0.69663,0.35976,0.88839,0.85812,0.86022,0.88723,0.64122,1.01352,0.70948,1.10563,0.0244758,0.0081586,0.0244758,0.0081586,0.0244758,0.0081586,0.0244758,0.0081586
95,7832.84,0.69408,0.35269,0.87751,0.8595,0.86319,0.89318,0.64057,1.02441,0.71672,1.11757,0.0244164,0.0081388,0.0244164,0.0081388,0.0244164,0.0081388,0.0244164,0.0081388
96,7914.37,0.69336,0.3558,0.8858,0.85502,0.86558,0.89249,0.64313,1.01631,0.70769,1.11577,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
97,7994.56,0.68273,0.35158,0.88207,0.85605,0.86862,0.89509,0.6468,1.00861,0.70887,1.1112,0.0242976,0.0080992,0.0242976,0.0080992,0.0242976,0.0080992,0.0242976,0.0080992
98,8074.54,0.70524,0.36375,0.88554,0.86097,0.85909,0.88903,0.63908,1.01338,0.71455,1.1125,0.0242382,0.0080794,0.0242382,0.0080794,0.0242382,0.0080794,0.0242382,0.0080794
99,8155.29,0.70703,0.35604,0.88255,0.85556,0.86655,0.8858,0.64135,1.0185,0.72408,1.1177,0.0241788,0.0080596,0.0241788,0.0080596,0.0241788,0.0080596,0.0241788,0.0080596
100,8241.2,0.69587,0.35022,0.88208,0.86126,0.85767,0.89014,0.63969,1.02379,0.71578,1.12645,0.0241194,0.0080398,0.0241194,0.0080398,0.0241194,0.0080398,0.0241194,0.0080398
101,8325.17,0.68926,0.34791,0.88612,0.86432,0.85842,0.88499,0.63855,1.01553,0.72654,1.11854,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
102,8406.57,0.68952,0.35123,0.8845,0.85599,0.87401,0.89101,0.64364,1.00785,0.69812,1.12455,0.0240006,0.0080002,0.0240006,0.0080002,0.0240006,0.0080002,0.0240006,0.0080002
103,8487.26,0.68163,0.34868,0.88266,0.8487,0.87042,0.89441,0.6424,1.01588,0.70771,1.11691,0.0239412,0.0079804,0.0239412,0.0079804,0.0239412,0.0079804,0.0239412,0.0079804
