epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
105,4735.24,0.75728,0.48427,0.96692,0.9259,0.79632,0.8661,0.61753,0.86928,0.5509,1.07179,0.0238224,0.0079408,0.0238224,0.0079408,0.0238224,0.0079408,0.0238224,0.0079408
106,4781.02,0.75066,0.46788,0.93792,0.89091,0.79824,0.8521,0.60789,0.86556,0.54861,1.06153,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
107,4825.22,0.76276,0.47173,0.96979,0.87284,0.8143,0.85459,0.61561,0.84326,0.5477,1.04422,0.0237036,0.0079012,0.0237036,0.0079012,0.0237036,0.0079012,0.0237036,0.0079012
108,4868.62,0.72501,0.45145,0.95099,0.9325,0.79925,0.84898,0.61391,0.86837,0.54165,1.06389,0.0236442,0.0078814,0.0236442,0.0078814,0.0236442,0.0078814,0.0236442,0.0078814
109,4914.36,0.77271,0.47256,0.96401,0.94304,0.79675,0.86649,0.6228,0.85728,0.51507,1.05177,0.0235848,0.0078616,0.0235848,0.0078616,0.0235848,0.0078616,0.0235848,0.0078616
110,4959.43,0.75917,0.48271,0.95346,0.87511,0.81511,0.85325,0.61457,0.85789,0.55628,1.05717,0.0235254,0.0078418,0.0235254,0.0078418,0.0235254,0.0078418,0.0235254,0.0078418
111,5005.07,0.76151,0.469,0.93908,0.9039,0.79315,0.86341,0.62914,0.8314,0.55155,1.03829,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
112,5049.89,0.76771,0.46255,0.96922,0.91495,0.79108,0.86053,0.62286,0.8466,0.52075,1.04729,0.0234066,0.0078022,0.0234066,0.0078022,0.0234066,0.0078022,0.0234066,0.0078022
113,5094.69,0.74506,0.45981,0.96475,0.9132,0.79273,0.86623,0.62651,0.85393,0.53587,1.04688,0.0233472,0.0077824,0.0233472,0.0077824,0.0233472,0.0077824,0.0233472,0.0077824
114,5137.77,0.76127,0.46613,0.94826,0.9141,0.80375,0.86779,0.61843,0.87887,0.56947,1.08378,0.0232878,0.0077626,0.0232878,0.0077626,0.0232878,0.0077626,0.0232878,0.0077626
